Station_Id_C,Year,Mon,Day,Hour,PRS,PRS_Sea,PRS_Max,PRS_Min,WIN_S_Max,WIN_S_Inst_Max,WIN_D_INST_Max,WIN_D_Avg_2mi,WIN_S_Avg_2mi,WIN_D_S_Max,TEM,TEM_Max,TEM_Min,RHU,VAP,RHU_Min,PRE_1h,VIS,WEP_Now,CLO_Cov,CLO_COV_LM,CLO_Height_LoM,CLO_Cov_Low,windpower,tigan
52602,2020,8,3,22,724.6,994.2,724.6,724.3,3,3.9,302,307,2.2,302,11.5,12.1,10.9,33,4.5,30,0,22500,0,999999,999999,999999,999999,2,9.57
52602,2020,8,3,23,724.7,995.7,724.7,724.5,2.5,2.8,308,325,1.9,305,11.1,11.6,11.1,34,4.5,33,0,30000,0,999999,999999,999999,999999,2,9.15
52602,2020,8,4,0,724.9,996.3,724.9,724.7,2.1,2.5,298,79,1.3,300,12.5,12.5,11.1,30,4.3,30,0,30000,0,999999,999999,999999,999999,1,10.59
52602,2020,8,4,1,725.2,996,725.2,724.9,1.3,1.5,85,95,0.7,61,15.4,15.4,12.5,27,4.7,27,0,23100,0,999999,999999,999999,999999,1,13.7
52602,2020,8,4,2,725.5,996.1,725.5,725.2,1.4,2.6,346,355,1,344,17.9,17.9,15.6,25,5.1,25,0,24600,0,999999,999999,999999,999999,1,16.4
52602,2020,8,4,3,725.4,995.4,725.6,725.4,1.8,3.6,281,235,1.6,269,20.1,20.1,17.9,20,4.7,20,0,30000,0,999999,999999,999999,999999,2,18.69
52602,2020,8,4,4,725.5,994.6,725.6,725.4,2.4,4.3,12,6,3.4,183,22.3,22.3,20.1,17,4.6,17,0,30000,0,999999,999999,999999,999999,2,21.03
52602,2020,8,4,5,725.1,993.7,725.5,725,3,5.3,311,227,3.1,18,23.6,23.6,22.2,16,4.7,16,0,30000,0,999999,999999,999999,999999,2,22.43
52602,2020,8,4,6,724.6,993.7,725.1,724.6,3.1,6.4,270,194,2,244,24.1,24.4,23.3,15,4.5,15,0,30000,0,999999,999999,999999,999999,2,22.96
52602,2020,8,4,7,724,992.4,724.6,724,3.1,5.6,150,261,3.5,277,25.4,25.6,24.1,14,4.5,13,0,30000,0,999999,999999,999999,999999,2,24.36
52602,2020,8,4,8,723.5,991.7,724,723.5,3.6,5.7,251,345,2.9,255,26.1,26.2,25.3,13,4.4,12,0,30000,0,999999,999999,999999,999999,2,25.11
52602,2020,8,4,9,722.9,991.9,723.4,722.9,4.2,8.1,324,263,2.7,268,26.4,26.6,25.9,11,3.8,11,0,21300,0,999999,999999,999999,999999,2,25.38
52602,2020,8,4,10,722.4,991.3,722.9,722.4,4.7,9.2,252,233,2.9,267,26.9,27.3,26.4,10,3.5,10,0,30000,0,999999,999999,999999,999999,2,25.91
52602,2020,8,4,11,722,991,722.4,722,3.6,6.8,250,250,5.3,243,26.9,27.1,26.7,10,3.5,10,0,30000,0,999999,999999,999999,999999,3,25.91
52602,2020,8,4,12,722.1,990.6,722.1,721.9,4.7,6.3,251,339,2.5,245,26.4,26.9,26.4,11,3.8,10,0,12500,0,999999,999999,999999,999999,2,25.38
52602,2020,8,4,13,722.6,991.6,722.6,722.1,5.4,7.8,6,360,4.6,5,23,26.4,23,15,4.2,11,0,30000,0,999999,999999,999999,999999,3,21.75
52602,2020,8,4,14,723.4,992.6,723.4,722.6,8.1,12.1,88,80,7.7,86,20.7,23,20.7,19,4.6,15,0,24700,0,999999,999999,999999,999999,4,19.32
52602,2020,8,4,15,724,993,724.1,723.4,7.9,10.7,79,62,7.7,84,19.2,20.7,19,21,4.7,19,0,30000,0,999999,999999,999999,999999,4,17.72
52602,2020,8,4,16,724.2,993.1,724.3,724,6.8,8.8,63,17,1.3,50,17.5,19.3,17.5,23,4.6,21,0,30000,0,999999,999999,999999,999999,1,15.91
52602,2020,8,4,17,724.1,993.4,724.3,724.1,3.8,5.8,63,5,1.9,66,15.3,17.8,15.3,28,4.9,22,0,30000,0,999999,999999,999999,999999,2,13.62
52602,2020,8,4,18,724.2,993.3,724.2,724.1,3.3,4.4,17,21,2.9,16,15.3,15.3,14.5,28,4.9,28,0,30000,0,999999,999999,999999,999999,2,13.62
52602,2020,8,4,19,724,992.5,724.2,724,3.3,3.3,339,43,1.5,18,15,15.3,14.6,28,4.8,27,0,30000,0,999999,999999,999999,999999,2,13.29
52602,2020,8,4,20,724,992.4,724.1,723.9,3.4,5.7,24,331,3.7,330,14.4,15.1,14.4,29,4.8,27,0,30000,0,999999,999999,999999,999999,3,12.65
52602,2020,8,4,21,724,992.2,724,723.8,3.6,5.8,328,317,2,332,14.5,14.6,14.3,31,5.1,29,0,30000,0,999999,999999,999999,999999,2,12.81
52602,2020,8,4,22,724.1,991.9,724.1,723.9,2.6,3.9,335,349,2.4,338,14.9,15,14.5,28,4.7,28,0,30000,0,999999,999999,999999,999999,2,13.18
52602,2020,8,4,23,724.6,992.8,724.6,724,3.4,4.6,26,315,1.4,22,14.5,15.1,14.4,32,5.3,27,0,30000,0,999999,999999,999999,999999,2,12.84
52602,2020,8,5,0,724.8,993,724.8,724.5,2.1,2.5,316,279,0.6,310,15.1,15.1,14.5,29,5,29,0,30000,0,999999,999999,999999,999999,1,13.42
52602,2020,8,5,1,725.5,994.9,725.6,724.8,2.9,4.5,346,12,3.6,349,16.6,16.6,15.1,24,4.5,24,0,30000,0,999999,999999,999999,999999,2,14.94
52602,2020,8,5,2,725.5,995.1,725.6,725.3,4,6.2,23,302,3,6,18.6,18.6,16.6,21,4.5,21,0,30000,0,999999,999999,999999,999999,2,17.06
52602,2020,8,5,3,725.7,994.6,725.7,725.4,4.9,9.5,24,36,3,19,21.6,21.6,18.6,18,4.6,18,0,30000,0,999999,999999,999999,999999,3,20.29
52602,2020,8,5,4,726.1,995.4,726.1,725.7,3.4,4.9,26,244,0.9,35,22.7,22.7,21.7,18,5,17,0,30000,0,999999,999999,999999,999999,1,21.5
52602,2020,8,5,5,726.5,997.4,726.5,726.2,4.2,7.3,195,191,4.9,192,22.2,23,22.2,17,4.5,17,0,30000,0,999999,999999,999999,999999,3,20.92
52602,2020,8,5,6,726.4,996.5,726.5,726.3,5.9,10.8,169,143,6,164,23.6,24,22.1,18,5.2,16,0,28100,0,999999,999999,999999,999999,4,22.49
52602,2020,8,5,7,726.3,996.5,726.4,726.3,6.7,11.1,136,145,6,144,23.8,23.8,22.6,22,6.5,18,0,30000,0,999999,999999,999999,999999,4,22.81
52602,2020,8,5,8,726.1,996.4,726.3,726.1,5.9,9.4,149,57,2.5,145,24,24.2,23.6,21,6.3,21,0,30000,0,999999,999999,999999,999999,2,23
52602,2020,8,5,9,725.7,995.8,726.1,725.7,4.3,8.2,149,146,4.7,172,24,24.6,23.9,23,6.9,19,0,30000,0,999999,999999,999999,999999,3,23.06
52602,2020,8,5,10,725.4,995,725.7,725.4,4.5,7.7,145,228,1.2,127,24.4,24.4,23.8,23,7,22,0,30000,0,999999,999999,999999,999999,2,23.5
52602,2020,8,5,11,725.5,995.4,725.6,725.4,4.2,6.5,86,38,2.4,119,24.2,24.8,24,22,6.6,22,0,30000,0,999999,999999,999999,999999,2,23.25
52602,2020,8,5,12,726.1,996.7,726.1,725.5,6.8,9.8,70,84,4.7,77,22.8,24.2,22.8,23,6.4,21,0,30000,0,999999,999999,999999,999999,3,21.74
52602,2020,8,5,13,726.9,997.8,726.9,726.2,4.8,7.1,72,63,4.1,67,21.3,22.8,21.3,29,7.3,23,0,30000,0,999999,999999,999999,999999,3,20.24
52602,2020,8,5,14,727.7,998.7,727.7,726.9,4.7,6.7,71,61,3.2,70,19.6,21.2,19.6,32,7.3,29,0,30000,0,999999,999999,999999,999999,2,18.45
52602,2020,8,5,15,728.1,998.6,728.2,727.7,3.1,3.8,55,2,1,56,17.9,19.5,17.9,35,7.2,32,0,30000,0,999999,999999,999999,999999,1,16.66
52602,2020,8,5,16,728.1,999.1,728.2,728.1,2.7,3.7,326,349,2.7,327,15.8,17.9,15.8,41,7.4,35,0,27800,0,999999,999999,999999,999999,2,14.51
52602,2020,8,5,17,728.3,999.9,728.3,728.1,3,4,358,345,1.3,356,15.2,15.8,15.2,45,7.8,42,0,29500,0,999999,999999,999999,999999,1,13.95
52602,2020,8,5,18,728.1,999.7,728.3,728.1,2.1,3,324,311,1.2,321,13.7,15.3,13.7,49,7.7,44,0,30000,0,999999,999999,999999,999999,1,12.4
52602,2020,8,5,19,728.1,1000,728.1,728,2.7,3.5,296,311,2,302,13,13.7,12.9,56,8.4,49,0,30000,0,999999,999999,999999,999999,2,11.82
52602,2020,8,5,20,728.2,999.9,728.2,728.1,2.5,6.7,25,328,1.4,8,13.3,13.3,12.9,60,9.2,56,0,30000,0,999999,999999,999999,999999,2,12.25
52602,2020,8,5,21,728.3,1000.5,728.3,728.2,2.4,3.9,325,289,1.4,6,12.4,13.4,12.4,63,9.1,60,0,30000,0,999999,999999,999999,999999,1,11.34
52602,2020,8,5,22,728.1,1000.4,728.2,728,2.1,2.9,327,333,2.3,312,11.7,12.3,11.5,64,8.8,62,0,30000,0,999999,999999,999999,999999,2,10.6
52602,2020,8,5,23,728.6,1001.4,728.6,728.1,2.6,3.5,348,301,1.8,329,11.2,11.8,11.2,62,8.2,61,0,30000,0,999999,999999,999999,999999,2,9.99
52707,2020,8,1,0,728.7,1000.4,728.7,728.5,3.8,4.6,282,246,2.3,286,12.5,12.5,10,50,7.2,49,0,30000,0,999999,999999,999999,999999,2,11.11
52707,2020,8,1,1,728.9,1000.4,728.9,728.7,2.9,4.5,292,305,3.3,293,16.7,16.7,12.5,36,6.8,36,0,28200,0,999999,999999,999999,999999,2,15.37
52707,2020,8,1,2,728.8,1001.1,728.9,728.7,3.9,5.9,285,306,2.8,305,19.4,19.4,16.8,29,6.5,28,0,30000,0,999999,999999,999999,999999,2,18.15
52707,2020,8,1,3,728.7,999.9,728.8,728.6,2.6,4.9,5,293,1.5,318,21.9,21.9,19.5,26,6.8,24,0,30000,0,999999,999999,999999,999999,2,20.82
52707,2020,8,1,4,728.3,998.7,728.7,728.3,2.5,7.4,10,41,3.1,32,24.3,24.3,21.9,23,7,22,0,30000,0,999999,999999,999999,999999,2,23.39
52707,2020,8,1,5,727.7,997.5,728.3,727.7,2.8,5.9,4,20,1.6,38,26.1,26.1,24.2,18,6.1,18,0,30000,0,999999,999999,999999,999999,2,25.24
52707,2020,8,1,6,726.7,996.5,727.7,726.7,3,6.2,85,131,2,104,28,28,26.2,14,5.3,12,0,30000,0,999999,999999,999999,999999,2,26.63
52707,2020,8,1,7,725.8,995.2,726.6,725.8,4.2,6.4,113,107,1.7,138,28.8,28.9,27.8,10,4,8,0,30000,0,999999,999999,999999,999999,2,26.97
52707,2020,8,1,8,725.2,992.5,725.8,725.2,2.5,5,122,48,0.9,85,29.5,29.9,28.9,7,2.9,7,0,30000,0,999999,999999,999999,999999,2,27.26
52707,2020,8,1,9,724.5,993,725.2,724.5,3.2,6,18,85,2,359,29.9,30.8,29.7,11,4.6,7,0,30000,0,999999,999999,999999,999999,2,27.87
52707,2020,8,1,10,724.1,991.3,724.5,724.1,3,5.2,77,5,2.1,82,30.4,31.2,29.7,8,3.5,7,0,30000,0,999999,999999,999999,999999,2,28
52707,2020,8,1,11,723.9,992.5,724.1,723.9,3.6,5.9,71,47,2.9,67,29.3,30.6,29.3,11,4.5,7,0,30000,0,999999,999999,999999,999999,2,27.42
52707,2020,8,1,12,724,992.6,724,723.8,4.6,7.1,44,57,3.8,56,27.1,29.4,27.1,12,4.3,8,0,30000,0,999999,999999,999999,999999,3,26.18
52707,2020,8,1,13,724.4,993.3,724.4,724,3.9,5.2,42,63,3.4,62,22.6,26.9,22.6,18,4.9,12,0,30000,0,999999,999999,999999,999999,3,21.39
52707,2020,8,1,14,725.3,993.5,725.3,724.4,3.8,7.3,36,36,3,63,21.7,22.6,21.4,17,4.4,16,0,30000,0,999999,999999,999999,999999,3,20.37
52707,2020,8,1,15,725.7,994.8,725.7,725.3,3.5,3.6,36,141,0.6,30,17.8,21.7,17.8,32,6.5,17,0,30000,0,999999,999999,999999,999999,1,16.47
52707,2020,8,1,16,725.8,994.8,725.8,725.7,2,2.6,240,238,1.7,242,15.8,17.7,15.8,45,8.1,30,0,30000,0,999999,999999,999999,999999,2,14.61
52707,2020,8,1,17,726.1,993.6,726.2,725.8,4.4,6.2,295,287,4,286,17,17.5,15.9,29,5.6,24,0,30000,0,999999,999999,999999,999999,3,15.51
52707,2020,8,1,18,726.2,992,726.3,726.1,8,12.3,286,280,8.4,279,18.5,18.7,16.7,23,4.9,23,0,30000,0,999999,999999,999999,999999,5,17.01
52707,2020,8,1,19,725.9,991.7,726.2,725.9,9,13.3,284,285,7.2,283,17.4,18.5,17.4,19,3.8,19,0,24100,0,999999,999999,999999,999999,5,15.69
52707,2020,8,1,20,725.8,991.4,726,725.8,8.4,11.8,286,283,8.6,287,17.1,17.4,17,19,3.7,19,0,26400,0,999999,999999,999999,999999,4,15.36
52707,2020,8,1,21,725.7,991.3,725.9,725.7,8,13.5,284,295,8.6,293,16.7,17.2,16.7,21,4,19,0,23400,0,999999,999999,999999,999999,4,14.97
52707,2020,8,1,22,725.6,991,725.7,725.3,8.5,12.6,288,271,7,290,16.5,16.7,16.2,20,3.8,19,0,30000,0,999999,999999,999999,999999,4,14.73
52707,2020,8,1,23,725.5,991.3,725.9,725.5,8.7,12.9,283,286,9,285,16.7,16.7,16.3,20,3.8,19,0,30000,0,999999,999999,999999,999999,5,14.95
52707,2020,8,2,0,726.3,993.2,726.3,725.5,9.1,13.5,283,273,7.9,284,17.3,17.3,16.7,23,4.5,20,0,30000,0,999999,999999,999999,999999,4,15.69
52707,2020,8,2,1,726.8,995.9,726.8,726.2,9.6,14.3,273,279,7.4,274,18,18.1,17.3,26,5.4,23,0,30000,0,999999,999999,999999,999999,5,16.53
52707,2020,8,2,2,726.5,995.6,726.8,726.2,9.1,13.5,297,282,7.7,297,18.6,18.7,17.9,26,5.6,25,0,30000,0,999999,999999,999999,999999,4,17.19
52707,2020,8,2,3,726.5,997.3,726.8,726.5,7.9,12.5,282,278,5.4,282,19.2,19.2,18.6,26,5.8,25,0,30000,0,999999,999999,999999,999999,3,17.85
52707,2020,8,2,4,726.1,996.2,726.5,726.1,7,10.2,301,301,5.6,296,22.3,22.4,19.2,25,6.7,24,0,30000,0,999999,999999,999999,999999,4,21.24
52707,2020,8,2,5,725.7,994.5,726.1,725.7,7.2,11,299,308,5.6,308,23.3,23.4,22.1,22,6.3,20,0,30000,0,999999,999999,999999,999999,4,22.26
52707,2020,8,2,6,725,991.7,725.7,725,6,9,269,289,5.2,299,25.4,25.4,23.4,21,6.8,18,0,30000,0,999999,999999,999999,999999,3,24.54
52707,2020,8,2,7,724.3,990.8,725,724.3,5.1,9.9,294,305,3.2,299,26.4,26.5,25.4,19,6.5,17,0,30000,0,999999,999999,999999,999999,2,25.59
